newsgroup_a,newsgroup_b,messages_a,messages_b,cosine_similarity
no.alt.radio-tv.irma-1000,no.org.efn.diskusjon,236,1341,0.86590457
no.jus,no.skole.diverse,8006,566,0.8654509
no.alt.irc-treff,no.havforskning,1017,516,0.8653673
no.it.diverse,no.mail.diverse,527,1978,0.8653232
no.alt.pompel-og-pilt,no.irc,367,6511,0.86529267
no.havforskning,no.standard,516,98,0.8650803
no.alt.pompelog,no.telepost,287,948,0.8650646
no.alt.config,no.uninett.hjelp,625,78,0.86504525
no.multimedia,no.uninett.diverse,2273,207,0.86497664
no.alt.pompelog,no.embnet,287,398,0.8649388
no.skole.diverse,no.standard,566,98,0.86491627
no.mail.diverse,no.unix,1978,3935,0.86474115
no.elektronikk,no.video,3838,510,0.8645825
no.alt.config,no.student.samfund,625,234,0.8644663
no.alt.gledesutbrudd,no.litteratur,11406,3989,0.86442566
no.net,no.standard,2082,98,0.86439276
no.alt.irc-treff,no.alt.pompelog,1017,287,0.86427766
no.biz.nettilbydere,no.org.isoc-no,824,46,0.8641484
no.alt.god.jul,no.alt.pompelog,750,287,0.86387134
no.hobby.diverse,no.marked.data,482,22621,0.86360365
no.alkohol,no.prat.politikk,3468,3672,0.8635845
no.alt.frustrasjoner,no.media,35424,123,0.8635621
no.alt.gledesutbrudd,no.skole.diverse,11406,566,0.8634745
no.alt.tegneserier,no.radio_tv,2246,1682,0.86336887
no.general,no.student.samfund,76902,234,0.8633642
no.net,no.student.nett,2082,418,0.8629909
no.alt.pompel-og-pilt,no.mail.drift,367,576,0.86290085
no.alt.frustrasjoner,no.speider,35424,1463,0.8628588
no.biz.nettilbydere,no.uninett.hjelp,824,78,0.8627817
no.unix,no.x,3935,390,0.86269885
no.irc,no.mail.diverse,6511,1978,0.8626907
no.mac,no.net,22107,2082,0.8626682
no.alt.radio-tv.irma-1000,no.ef,236,1368,0.86262846
no.bibsys,no.norsk.fagord,98,310,0.8624904
no.media,no.sources.wanted,123,152,0.86240953
no.eunet.diverse,no.media,169,123,0.8623278
no.havforskning,no.jus,516,8006,0.86221814
no.news.diverse,no.student.nett,9287,418,0.86221135
no.alt.frustrasjoner,no.uninett.diverse,35424,207,0.8620042
no.alt.radio_tv.irma1000,no.media,417,123,0.8618241
no.mail.drift,no.standard,576,98,0.8618163
no.folklore.edb,no.pc,153,25734,0.8617449
no.alt.irc-treff,no.ef,1017,1368,0.8617272
no.news.diverse,no.www,9287,3436,0.86158
no.nuug,no.student.samfund,107,234,0.86151886
no.bibsys,no.net,98,2082,0.8614956
no.skole.diverse,no.typografi,566,303,0.8614637
no.general,no.net,76902,2082,0.86139536
no.alt.frustrasjoner,no.radio_tv,35424,1682,0.8612729
no.biz.diskusjoner,no.student.nett,276,418,0.8612501
no.telepost,no.uninett.skole,948,829,0.86116356
no.media,no.radio-tv,123,4392,0.8610424
no.multimedia,no.spill,2273,12310,0.86103725
no.alt.gledesutbrudd,no.radio_tv,11406,1682,0.8610162
no.ef,no.norsk,1368,17383,0.8609052
no.general,no.medisin,76902,1490,0.8608122
no.litteratur,no.norsk,3989,17383,0.86066
no.alkohol,no.medisin,3468,1490,0.860547
no.embnet,no.multimedia,398,2273,0.8604152
no.biz.diskusjoner,no.general,276,76902,0.8599326
no.irc,no.nuug,6511,107,0.85988826
no.alkohol,no.alt.frustrasjoner,3468,35424,0.8597773
no.irc,no.standard,6511,98,0.8596981
no.multimedia,no.news.drift,2273,571,0.85966635
no.alt.diskusjoner,no.alt.pompel-og-pilt,15893,367,0.85964274
no.media,no.radio_tv,123,1682,0.85954785
no.it.os.os2,no.mac,696,22107,0.8594651
no.alt.radio_tv.irma1000,no.speider,417,1463,0.8592773
no.alt.radio_tv.irma1000,no.ef,417,1368,0.85925287
no.general,no.student.nett,76902,418,0.8591796
no.mail.drift,no.media,576,123,0.8590914
no.alt.frustrasjoner,no.embnet,35424,398,0.8590898
no.it.diverse,no.mail.drift,527,576,0.85908085
no.alt.config,no.jus,625,8006,0.85892296
no.org.isoc-no,no.telepost,46,948,0.8589027
no.alt.gledesutbrudd,no.irc,11406,6511,0.85887057
no.prat.seksualitet,no.psykologi,3616,1754,0.8588096
no.irc,no.uninett.hjelp,6511,78,0.85880667
no.biz.nettilbydere,no.uninett.diverse,824,207,0.85854185
no.alt.gledesutbrudd,no.prat.politikk,11406,3672,0.8584373
no.standard,no.typografi,98,303,0.8582483
no.alt.config,no.net,625,2082,0.85814303
no.embnet,no.student.nett,398,418,0.8580107
no.net,no.org.efn.diskusjon,2082,1341,0.857849
no.elektronikk,no.sources.wanted,3838,152,0.8578331
no.net,no.nuug,2082,107,0.85774267
no.alt.gledesutbrudd,no.media,11406,123,0.8577008
no.audio,no.multimedia,10340,2273,0.85769826
no.biz.nettilbydere,no.it.diverse,824,527,0.8576772
no.alt.irc-treff,no.alt.motorsykler,1017,42775,0.8576232
no.havforskning,no.vitser,516,10517,0.85760003
no.news.diverse,no.prat.politikk,9287,3672,0.85758334
no.alt.amiga,no.marked.data,775,22621,0.8575705
no.alt.radio-tv.irma-1000,no.standard,236,98,0.8575304
no.alt.tegneserier,no.vitser,2246,10517,0.8574679
no.tegnsett,no.www,416,3436,0.8572335
no.standard,no.uninett.hjelp,98,78,0.85722655
no.general,no.speider,76902,1463,0.85718274
no.alt.radio_tv.irma1000,no.news.drift,417,571,0.8569468
no.news.diverse,no.speider,9287,1463,0.8568591
no.alt.motorsykler,no.vitser,42775,10517,0.8568418
no.sport.diverse,no.sport.orientering,6331,63,0.85683346
no.student.nett,no.telepost,418,948,0.85681796
no.biz.diskusjoner,no.uninett.hjelp,276,78,0.85676676
no.alt.radio_tv.irma1000,no.uninett.diverse,417,207,0.85668266
no.news.drift,no.pressemeldinger.diskusjon,571,42,0.8566725
no.alt.config,no.prat.politikk,625,3672,0.8566661
no.news.drift,no.student.samfund,571,234,0.8566342
no.bibsys,no.uninett.skole,98,829,0.8565722
no.alkohol,no.stortinget,3468,2563,0.856569
no.c,no.it.diverse,2562,527,0.8564749
no.alt.irctreff,no.havforskning,493,516,0.8561469
no.general,no.psykologi,76902,1754,0.85608655
no.alt.config,no.skole.diverse,625,566,0.8560725
no.alt.diskusjoner,no.alt.pompelog,15893,287,0.85585976
no.alt.fan.de-lillos,no.musikk.gitar,244,2387,0.85582376
no.alt.frustrasjoner,no.mail.drift,35424,576,0.8557491
no.net,no.org.isoc-no,2082,46,0.8556501
no.alkohol,no.ef,3468,1368,0.8556371
no.alt.irctreff,no.alt.radio-tv.irma-1000,493,236,0.8555638
no.amiga,no.mac,3265,22107,0.8553088
no.pc,no.unix,25734,3935,0.8551964
no.eunet.diverse,no.student.nett,169,418,0.855163
no.marked.diskusjon,no.telepost,76,948,0.8550806
no.alt.config,no.alt.irctreff,625,493,0.85505253
no.alt.god.jul,no.news.diverse,750,9287,0.8550481
no.alt.irctreff,no.alt.pompelog,493,287,0.855026
no.bibsys,no.nuug,98,107,0.854998
no.embnet,no.mail.diverse,398,1978,0.8548705
no.perl,no.unix,1087,3935,0.854808
no.alt.fan.de-lillos,no.musikk.klassisk,244,288,0.85475
no.embnet,no.org.efn.diskusjon,398,1341,0.8546445
no.bibsys,no.eunet.diverse,98,169,0.8545937
no.litteratur,no.vitser,3989,10517,0.8544777
no.eunet.diverse,no.uninett.skole,169,829,0.8544697
no.news.diverse,no.stortinget,9287,2563,0.8544633
no.alt.radio-tv.irma-1000,no.uninett.hjelp,236,78,0.8544219
no.sources.wanted,no.uninett.hjelp,152,78,0.8543239
no.media,no.uninett.hjelp,123,78,0.8543115
no.medisin,no.vit.diverse,1490,622,0.85427314
no.alt.gledesutbrudd,no.bibsys,11406,98,0.85419905
no.mail.drift,no.tegnsett,576,416,0.85416853
no.alt.pompel-og-pilt,no.ef,367,1368,0.8541308
no.multimedia,no.www,2273,3436,0.8540757
no.alt.pompelog,no.ef,287,1368,0.8539191
no.alt.irctreff,no.alt.pompel-og-pilt,493,367,0.85383755
no.typografi,no.www,303,3436,0.8537158
no.biz.annonser,no.sources.wanted,3658,152,0.8536829
no.alt.pompelog,no.biz.diskusjoner,287,276,0.85346925
no.alt.config,no.biz.diskusjoner,625,276,0.8534136
no.ef,no.news.drift,1368,571,0.8532791
no.alt.amiga,no.it.diverse,775,527,0.85326755
no.havforskning,no.irc,516,6511,0.8532202
no.havforskning,no.medisin,516,1490,0.8531147
no.biz.nettilbydere,no.irc,824,6511,0.85310674
no.bibsys,no.www,98,3436,0.8529519
no.skole.diverse,no.stortinget,566,2563,0.85294205
no.biz.nettilbydere,no.mail.diverse,824,1978,0.8529179
no.alt.diskusjoner,no.irc,15893,6511,0.8528733
no.it.diverse,no.news.drift,527,571,0.85281366
no.alt.config,no.stortinget,625,2563,0.85242283
no.org.efn.diskusjon,no.pressemeldinger.diskusjon,1341,42,0.8523799
no.it.emacs,no.unix,1054,3935,0.8521953
no.alt.frustrasjoner,no.medisin,35424,1490,0.85212684
no.bibsys,no.uninett.hjelp,98,78,0.8521055
no.biz.annonser.data,no.hobby.diverse,1311,482,0.85201466
no.norsk,no.vitser,17383,10517,0.8518752
no.ef,no.vit.diverse,1368,622,0.8518184
no.student.samfund,no.uninett.hjelp,234,78,0.8517379
no.eunet.hjelp,no.mswindow,601,772,0.85166156
no.prat.narkotika,no.prat.politikk,2474,3672,0.8516055
no.alt.config,no.student.nett,625,418,0.8514833
no.alt.pompelog,no.mail.drift,287,576,0.8513127
no.alt.config,no.speider,625,1463,0.8511828
no.alt.diskusjoner,no.alt.god.jul,15893,750,0.85112417
no.alt.radio-tv.irma-1000,no.bibsys,236,98,0.8511222
no.norsk.fagord,no.standard,310,98,0.8511057
no.alt.pompelog,no.irc,287,6511,0.8510542
no.biz.annonser,no.multimedia,3658,2273,0.8510243
no.alt.radio_tv.irma1000,no.embnet,417,398,0.851002
no.alt.gledesutbrudd,no.standard,11406,98,0.8508021
no.it.diverse,no.media,527,123,0.8507781
no.general,no.marked.diskusjon,76902,76,0.8507602
no.alt.diskusjoner,no.litteratur,15893,3989,0.8507205
no.general,no.kjemi,76902,1463,0.85062486
no.it.diverse,no.org.nobug.diverse,527,119,0.85057205
no.org.efn.diskusjon,no.prat.politikk,1341,3672,0.8504168
no.nuug,no.uninett.skole,107,829,0.8503336
no.alt.config,no.vitser,625,10517,0.85032225
no.alt.frustrasjoner,no.alt.tegneserier,35424,2246,0.85026306
no.alt.pompelog,no.nuug,287,107,0.85019135
no.alt.frustrasjoner,no.student.samfund,35424,234,0.85007244
no.org.efn.diskusjon,no.standard,1341,98,0.84999883
no.linux,no.net,16315,2082,0.8499937
no.biz.diskusjoner,no.nuug,276,107,0.84978426
no.alt.fan.de-lillos,no.alt.gledesutbrudd,244,11406,0.8497315
no.havforskning,no.telepost,516,948,0.84969175
no.alt.radio-tv.irma-1000,no.marked.diskusjon,236,76,0.84961003
no.eunet.hjelp,no.www,601,3436,0.8494917
no.alt.gledesutbrudd,no.student.samfund,11406,234,0.8494767
no.alt.frustrasjoner,no.org.efn.diskusjon,35424,1341,0.8493453
no.alt.frustrasjoner,no.telepost,35424,948,0.8492896
no.alt.amiga,no.elektronikk,775,3838,0.8492311
no.alt.gledesutbrudd,no.uninett.diverse,11406,207,0.8491298
no.mac,no.ms-windows,22107,8305,0.84911
no.eunet.hjelp,no.uninett.diverse,601,207,0.84898186
no.alt.radio-tv.irma-1000,no.pressemeldinger.diskusjon,236,42,0.84896743
no.jus,no.pressemeldinger.diskusjon,8006,42,0.8487925
no.norsk,no.prat.politikk,17383,3672,0.8486397
no.alt.irctreff,no.student.samfund,493,234,0.8482924
no.alt.pompelog,no.standard,287,98,0.84824
no.general,no.uninett.skole,76902,829,0.8482033
no.alt.pompelog,no.bibsys,287,98,0.84797925
no.irc,no.media,6511,123,0.84797746
no.biz.diskusjoner,no.standard,276,98,0.84789145
no.alt.radio_tv.irma1000,no.nuug,417,107,0.84770906
no.general,no.norsk.fagord,76902,310,0.847558
no.bibsys,no.mail.drift,98,576,0.8475407
no.havforskning,no.student.samfund,516,234,0.84752464
no.bibsys,no.marked.diskusjon,98,76,0.84744865
no.alt.irc-treff,no.student.samfund,1017,234,0.84729654
no.bibsys,no.org.efn.diskusjon,98,1341,0.8472449
no.alt.radio_tv.irma1000,no.alt.tegneserier,417,2246,0.84722406
no.alt.pompelog,no.kjemi,287,1463,0.8472043
no.standard,no.student.nett,98,418,0.84717613
no.mail.drift,no.uninett.drift,576,110,0.84716105
no.elektronikk,no.media,3838,123,0.84715074
no.embnet,no.it.diverse,398,527,0.84711975
no.news.diverse,no.norsk,9287,17383,0.84696835
no.embnet,no.www,398,3436,0.84672266
no.sources.wanted,no.telepost,152,948,0.8467211
no.alt.pompel-og-pilt,no.standard,367,98,0.8466506
no.alt.pompel-og-pilt,no.net,367,2082,0.8465061
no.alt.irc-treff,no.uninett.diverse,1017,207,0.84639543
no.alt.gledesutbrudd,no.news.drift,11406,571,0.8463932
no.alt.gledesutbrudd,no.embnet,11406,398,0.8462067
no.jus,no.news.drift,8006,571,0.8462052
no.biz.diskusjoner,no.havforskning,276,516,0.8461373
no.alt.pompelog,no.student.nett,287,418,0.84612614
no.alt.tegneserier,no.film,2246,12505,0.84598196
no.embnet,no.uninett.skole,398,829,0.84593767
no.alt.frustrasjoner,no.pressemeldinger.diskusjon,35424,42,0.8459039
no.org.efn.diskusjon,no.uninett.skole,1341,829,0.845869
no.alt.gledesutbrudd,no.stortinget,11406,2563,0.8458336
no.alt.fan.de-lillos,no.alt.radio_tv.irma1000,244,417,0.84580153
no.uninett.hjelp,no.www,78,3436,0.84578896
no.mail.drift,no.marked.diskusjon,576,76,0.8456511
no.alt.pompelog,no.net,287,2082,0.8455316
no.alt.gledesutbrudd,no.vit.diverse,11406,622,0.8454623
no.media,no.student.nett,123,418,0.84545535
no.org.efn.diskusjon,no.skole.diverse,1341,566,0.8453444
no.mail.drift,no.uninett.skole,576,829,0.84500873
no.ef,no.standard,1368,98,0.8449492
no.norsk,no.typografi,17383,303,0.8448976
no.alt.motorsykler,no.speider,42775,1463,0.84480965
no.alt.frustrasjoner,no.nuug,35424,107,0.8447714
no.alt.radio-tv.irma-1000,no.speider,236,1463,0.8447101
no.alt.irc-treff,no.news.drift,1017,571,0.8446253
no.prat.politikk,no.vitser,3672,10517,0.844571
no.media,no.standard,123,98,0.8445703
no.havforskning,no.org.efn.diskusjon,516,1341,0.8444269
no.alt.config,no.prat.seksualitet,625,3616,0.84429085
no.prat.narkotika,no.stortinget,2474,2563,0.84420836
no.general,no.typografi,76902,303,0.8441241
no.media,no.nuug,123,107,0.8440902
no.biz.diskusjoner,no.uninett.skole,276,829,0.8440572
no.bibsys,no.norsk,98,17383,0.844055
no.eunet.hjelp,no.multimedia,601,2273,0.84398305
no.alt.irc-treff,no.nuug,1017,107,0.8439628
no.eunet.diverse,no.havforskning,169,516,0.8439397
no.alt.pompelog,no.uninett.hjelp,287,78,0.8439278
no.alt.god.jul,no.ef,750,1368,0.8439216
no.news.drift,no.skole.diverse,571,566,0.8438992
no.alt.radio-tv.irma-1000,no.jus,236,8006,0.8438411
no.alt.config,no.mail.diverse,625,1978,0.8437439
no.biz.diskusjoner,no.irc,276,6511,0.84371763
no.folklore.edb,no.net,153,2082,0.84358233
no.alkohol,no.alt.gledesutbrudd,3468,11406,0.8435371
no.mail.drift,no.unix,576,3935,0.84348667
no.irc,no.www,6511,3436,0.843457
no.alt.gledesutbrudd,no.norsk,11406,17383,0.84341055
no.bibsys,no.ef,98,1368,0.8434002
no.hobby.diverse,no.marked.diskusjon,482,76,0.8433913
no.alt.gledesutbrudd,no.jus,11406,8006,0.8433558
no.alt.gledesutbrudd,no.nuug,11406,107,0.8433423
no.alt.pompel-og-pilt,no.uninett.hjelp,367,78,0.843288
no.radio-tv,no.vitser,4392,10517,0.84326535
no.alt.pompel-og-pilt,no.bibsys,367,98,0.843187
no.org.efn.diskusjon,no.stortinget,1341,2563,0.84303695
no.alt.god.jul,no.havforskning,750,516,0.8430239
no.eunet.hjelp,no.mac,601,22107,0.84293824
no.alt.pompel-og-pilt,no.speider,367,1463,0.84289396
no.alt.frustrasjoner,no.student.nett,35424,418,0.84289217
no.alt.motorsykler,no.general,42775,76902,0.8428055
no.biz.diskusjoner,no.pc,276,25734,0.8428036
no.havforskning,no.stortinget,516,2563,0.8427349
no.alt.diskusjoner,no.alt.irctreff,15893,493,0.84259695
no.skole.diverse,no.vitser,566,10517,0.8424599
no.bibsys,no.jus,98,8006,0.8423689
no.alt.pompelog,no.hobby.diverse,287,482,0.84234935
no.general,no.www,76902,3436,0.8423173
no.medisin,no.psykologi,1490,1754,0.8422007
no.alt.gledesutbrudd,no.student.nett,11406,418,0.8421841
no.alt.frustrasjoner,no.eunet.diverse,35424,169,0.84218186
no.bibsys,no.irc,98,6511,0.84212834
no.alt.radio-tv.irma-1000,no.student.nett,236,418,0.8419255
no.alt.tegneserier,no.general,2246,76902,0.8418298
no.lisp,no.unix,504,3935,0.84181696
no.mail.drift,no.multimedia,576,2273,0.8418113
no.eunet.diverse,no.www,169,3436,0.8416694
no.speider,no.student.samfund,1463,234,0.84131604
no.biz.diskusjoner,no.www,276,3436,0.8412611
no.amiga,no.spill,3265,12310,0.84125656
no.eunet.drift,no.mail.diverse,405,1978,0.84124446
no.ef,no.eunet.diverse,1368,169,0.84122
no.alt.irc-treff,no.prat.seksualitet,1017,3616,0.8411009
no.alt.pompelog,no.skole.diverse,287,566,0.841064
no.linux,no.ms-windows,16315,8305,0.8410487
no.havforskning,no.prat.politikk,516,3672,0.8410189
no.ef,no.student.samfund,1368,234,0.84093934
no.pc,no.sources.wanted,25734,152,0.84091204
no.news.drift,no.tegnsett,571,416,0.84075046
no.alt.radio_tv.irma1000,no.standard,417,98,0.8407112
no.alt.gullkorn,no.general,7,76902,0.8407012
no.marked.diskusjon,no.org.efn.diskusjon,76,1341,0.8406842
no.marked.diskusjon,no.news.drift,76,571,0.8406587
no.alt.pompelog,no.eunet.diverse,287,169,0.8406566
no.havforskning,no.uninett.hjelp,516,78,0.8406359
no.biz.nettilbydere,no.www,824,3436,0.8405417
no.news.diverse,no.radio-tv,9287,4392,0.8404407
no.standard,no.uninett.skole,98,829,0.8403943
no.alt.pompel-og-pilt,no.eunet.diverse,367,169,0.8402747
no.alt.radio-tv.irma-1000,no.alt.tegneserier,236,2246,0.8402372
no.havforskning,no.mail.drift,516,576,0.84008545
no.biz.diskusjoner,no.mail.diverse,276,1978,0.8400748
no.alt.pompelog,no.speider,287,1463,0.8400572
no.alt.radio-tv.irma-1000,no.biz.nettilbydere,236,824,0.8400457
no.prat.politikk,no.religion,3672,20428,0.84004056
no.alt.amiga,no.mac,775,22107,0.8398665
no.pressemeldinger.diskusjon,no.uninett.diverse,42,207,0.83976907
no.biz.nettilbydere,no.media,824,123,0.83973956
no.havforskning,no.radio-tv,516,4392,0.8397213
no.alt.god.jul,no.radio-tv,750,4392,0.8396587
no.standard,no.student.samfund,98,234,0.8396549
no.eunet.hjelp,no.unix,601,3935,0.839566
no.biz.diskusjoner,no.elektronikk,276,3838,0.83947265
no.havforskning,no.pressemeldinger.diskusjon,516,42,0.839397
no.sources.wanted,no.uninett.diverse,152,207,0.8393537
no.audio,no.musikk.gitar,10340,2387,0.8393509
no.alt.pompel-og-pilt,no.nuug,367,107,0.83923376
no.ef,no.irc,1368,6511,0.83913624
no.alt.frustrasjoner,no.kjemi,35424,1463,0.8389884
no.it.diverse,no.uninett.skole,527,829,0.8389863
no.news.drift,no.org.isoc-no,571,46,0.8389581
no.alt.diskusjoner,no.bibsys,15893,98,0.83878684
no.havforskning,no.radio_tv,516,1682,0.83875597
no.alt.irctreff,no.irc,493,6511,0.8387237
no.it.os.os2,no.linux,696,16315,0.83867514
no.alt.irctreff,no.news.diverse,493,9287,0.8386748
no.havforskning,no.uninett.skole,516,829,0.8386544
no.havforskning,no.net,516,2082,0.8385469
no.biz.nettilbydere,no.news.diverse,824,9287,0.8385139
no.alt.diskusjoner,no.news.drift,15893,571,0.8384577
no.tegnsett,no.unix,416,3935,0.8383986
no.biz.annonser.data,no.biz.diskusjoner,1311,276,0.8383786
no.litteratur,no.typografi,3989,303,0.838358
no.alt.radio_tv.irma1000,no.student.samfund,417,234,0.83818936
no.mail.diverse,no.standard,1978,98,0.8381639
no.irc,no.it.diverse,6511,527,0.8380884
no.ef,no.medisin,1368,1490,0.83805114
no.alt.pompel-og-pilt,no.biz.diskusjoner,367,276,0.8380401
no.hobby.diverse,no.video,482,510,0.8379825
no.standard,no.www,98,3436,0.8379286
no.havforskning,no.litteratur,516,3989,0.8378734
no.news.diverse,no.radio_tv,9287,1682,0.8378689
no.alt.config,no.radio-tv,625,4392,0.83786416
no.general,no.religion,76902,20428,0.8377778
no.it.diverse,no.uninett.hjelp,527,78,0.83770406
no.marked.diskusjon,no.uninett.diverse,76,207,0.8375607
no.alt.pompelog,no.jus,287,8006,0.8375493
no.embnet,no.skole.diverse,398,566,0.8375278
no.bibsys,no.student.samfund,98,234,0.8374451
no.ef,no.uninett.diverse,1368,207,0.83740354
no.alt.pompelog,no.multimedia,287,2273,0.8373422
no.mail.diverse,no.nuug,1978,107,0.83730525
no.general,no.mail.diverse,76902,1978,0.83728445
no.pressemeldinger.diskusjon,no.student.samfund,42,234,0.8371904
no.elektronikk,no.telepost,3838,948,0.8371608
no.c,no.perl,2562,1087,0.8371472
no.multimedia,no.uninett.hjelp,2273,78,0.83711755
no.alt.irc-treff,no.radio-tv,1017,4392,0.8369903
no.it.diverse,no.uninett.diverse,527,207,0.8369148
no.amiga,no.elektronikk,3265,3838,0.8367278
no.eunet.drift,no.irc,405,6511,0.8367181
no.multimedia,no.news.diverse,2273,9287,0.8366275
no.eunet.drift,no.nuug,405,107,0.8366202
no.alt.god.jul,no.nuug,750,107,0.8366027
no.alt.god.jul,no.media,750,123,0.8365949
no.media,no.pressemeldinger.diskusjon,123,42,0.83654284
no.media,no.org.efn.diskusjon,123,1341,0.8364202
no.alt.frustrasjoner,no.psykologi,35424,1754,0.83632123
no.alt.fan.de-lillos,no.alt.tegneserier,244,2246,0.8361826
no.mail.diverse,no.multimedia,1978,2273,0.8361117
no.eunet.drift,no.news.diverse,405,9287,0.83601385
no.vit.diverse,no.vitser,622,10517,0.83591324
no.biz.nettilbydere,no.elektronikk,824,3838,0.8358192
no.net,no.tegnsett,2082,416,0.8358048
no.biz.diskusjoner,no.org.isoc-no,276,46,0.8356278
no.alt.irc-treff,no.prat.politikk,1017,3672,0.835564
no.jus,no.prat.seksualitet,8006,3616,0.8355231
no.news.diverse,no.vitser,9287,10517,0.8354192
no.alt.pompel-og-pilt,no.jus,367,8006,0.83539593
no.biz.diskusjoner,no.org.efn.diskusjon,276,1341,0.8352729
no.alt.diskusjoner,no.radio-tv,15893,4392,0.83524567
no.ef,no.embnet,1368,398,0.8351727
no.ms-windows,no.net,8305,2082,0.83512664
no.alt.radio-tv.irma-1000,no.student.samfund,236,234,0.8350787
no.alt.irc-treff,no.stortinget,1017,2563,0.8350662
no.news.diverse,no.typografi,9287,303,0.8350458
no.jus,no.telepost,8006,948,0.8348685
no.alt.god.jul,no.alt.tegneserier,750,2246,0.83449805
no.irc,no.multimedia,6511,2273,0.83448774
no.bibsys,no.it.diverse,98,527,0.8344778
no.eunet.diverse,no.pressemeldinger.diskusjon,169,42,0.83446413
no.alt.pompelog,no.marked.diskusjon,287,76,0.8344043
